timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1537922008257530,0,0,-5,-9,-3,0,0,1
1537922008257530,-1,1,1,-3,0,-1,0,-1
1537922008265508,-1,-2,6,6,-1,0,0,-2
1537922008265508,1,7,11,-4,-1,-1,0,0
1537922008267503,1,-1,-12,-5,-1,-2,-2,1
1537922008267503,-1,1,8,5,-2,-1,0,-3
1537922008269498,-1,0,1,-5,-2,-1,-2,-1
1537922008269498,-2,-13,-2,0,-3,-2,-1,-1
1537922008270496,1,35,-12,4,3,1,1,-2
1537922008270496,-1,2,15,5,1,0,0,0
1537922008286453,0,-11,-1,-5,-5,-2,0,0
1537922008286453,-1,7,-1,5,-1,0,0,0
1537922008293434,0,-8,11,-9,-3,-2,-3,-2
1537922008293434,2,12,-25,-7,-1,-1,-4,0
1537922008301413,-1,12,40,12,4,1,-1,0
1537922008301413,-2,-18,-15,9,1,-1,-1,-1
1537922008315375,0,3,1,3,1,0,0,1
1537922008315375,-2,-11,-3,-20,-3,-1,0,-1
1537922008332330,1,-17,-23,4,0,-2,-1,-1
1537922008332330,1,18,8,-4,1,0,0,-1
1537922008333328,-4,-29,10,10,-1,-2,-2,-2
1537922008333328,3,21,25,-5,-1,1,-1,1
1537922008379204,-1,7,5,2,1,-1,0,-1
1537922008379204,-1,3,10,-7,-4,-2,0,0
1537922008380203,0,18,-16,0,0,-1,-3,0
1537922008380203,-3,-27,10,3,1,-1,-1,-2
1537922008384191,2,16,7,-5,-6,-2,1,1
1537922008384191,-1,2,8,-1,-1,0,0,-2
1537922008384191,0,-18,8,7,7,2,1,0
1537922008384191,-1,23,-23,-4,-1,0,-2,1
1537922008390175,-2,-12,-17,11,4,1,1,0
1537922008390175,-1,0,-1,-3,-2,-2,-2,0
1537922008397156,1,12,36,-11,-6,-3,-2,0
1537922008397156,-2,10,-28,7,-1,-1,0,-1
1537922008406132,0,-6,1,-5,2,-1,-1,0
1537922008406132,3,9,-11,2,1,1,-1,0
1537922008421092,-7,-24,26,-4,-2,-2,-1,-2
1537922008421092,1,25,5,-8,-2,-2,0,-1
1537922008427077,-1,-29,-20,-14,-4,-2,-3,-3
