timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1537921663244757,-2,-11,-4,-2,-1,-3,6,-6
1537921663244757,5,10,8,2,-1,-3,0,-7
1537921663244757,19,18,0,0,0,3,4,3
1537921663244757,-48,-19,-6,-3,-1,3,-6,-22
1537921663245755,-20,1,-1,-1,0,-5,-5,-27
1537921663245755,19,4,-4,0,-4,-3,-2,-2
1537921663249744,-22,-10,1,-3,-2,2,0,-2
1537921663249744,22,7,-2,0,-1,-6,-1,-1
1537921663263707,31,5,-2,-1,0,0,-2,5
1537921663263707,-71,-19,-1,-2,3,9,2,-5
1537921663264704,11,-12,3,-2,0,-3,-1,-9
1537921663264704,16,1,1,1,2,1,-10,-13
1537921663274678,0,14,0,-1,-3,-10,1,18
1537921663274678,-4,6,1,-1,1,3,-1,-6
1537921663288640,22,-9,-2,1,-4,-5,-8,-36
1537921663288640,-29,16,4,-1,-1,1,-3,7
1537921663293627,21,5,3,1,-2,-1,0,24
1537921663293627,16,-11,-1,-1,-3,-4,2,18
1537921663303600,0,-2,-3,-2,0,0,0,-3
1537921663303600,-17,6,-1,0,-3,-1,10,-9
1537921663318560,-1,-23,-2,-1,1,3,2,-11
1537921663318560,3,-2,-2,-4,1,-3,-2,-4
1537921663323548,-1,15,6,1,2,5,19,9
1537921663323548,22,-25,0,0,-1,0,-3,-3
1537921663370422,22,0,-5,-1,-2,0,1,2
1537921663370422,10,-5,-2,-2,-3,-2,0,3
1537921663371419,4,-9,-1,-6,-2,-5,0,-2
1537921663371419,5,-10,2,-1,0,2,1,8
1537921663373414,-7,6,1,0,0,-2,-1,-1
1537921663373414,-2,-1,-2,-1,1,-3,-1,-4
1537921663375408,0,11,-2,3,-1,-2,-1,0
1537921663375408,-4,-8,-5,-3,-1,1,0,-2
1537921663383387,-9,-8,0,-2,-3,-3,-1,-2
1537921663383387,4,0,2,0,-1,0,-1,-1
1537921663392363,-42,-25,-2,-1,1,3,-1,-4
1537921663392363,8,4,-3,2,1,-1,-2,-1
1537921663398347,10,-4,-2,0,1,-2,0,6
1537921663398347,-18,-6,2,0,0,1,2,8
1537921663413307,3,-16,3,1,0,2,1,1
1537921663413307,-7,-3,-1,-1,-2,-3,-4,-11
1537921663420288,-18,-13,-5,-1,3,2,-1,0
1537921663420288,39,69,-11,-4,-5,-6,2,3
1537921663429264,-61,-65,14,3,5,3,0,-15
1537921663429264,-2,26,-1,0,-1,0,0,-2
1537921663443227,15,4,2,-1,-1,1,0,-2
1537921663443227,0,2,-5,0,0,-1,-3,-5
1537921663452203,35,21,-7,-2,-2,-4,-1,1
1537921663452203,1,11,2,1,0,-1,4,-4
1537921663458187,-17,0,0,-3,-4,1,-1,-7
1537921663458187,4,-15,1,0,-2,1,3,1
1537921663473147,15,22,-1,-1,1,0,-2,6
1537921663473147,-10,-20,1,-3,0,-1,-7,-1
1537921663481126,14,8,0,-2,-4,-3,0,-2
1537921663481126,-13,-9,1,1,0,1,-3,-2
1537921663490101,11,15,-3,0,-3,0,6,-8
1537921663490101,-1,0,-2,-2,-1,-2,-4,-3
1537921663503067,1,-2,1,-1,2,1,0,2
1537921663503067,-4,-11,4,-1,1,0,-1,-1
