timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1537922230395236,6,-10,24,54,13,1,-1,0
1537922230395236,-3,-35,-9,4,2,0,0,-2
1537922230404212,6,27,-12,-6,-1,-3,0,-1
1537922230404212,-2,-23,12,-17,-8,-3,-1,-4
1537922230405209,-3,2,-2,-3,0,0,1,2
1537922230405209,-7,21,1,6,0,-1,0,-5
1537922230407204,0,-11,-7,1,0,0,1,-1
1537922230407204,4,14,-5,-2,-2,-1,0,1
1537922230407204,-1,6,-10,-12,2,1,-1,-1
1537922230407204,1,4,6,5,-1,-2,-1,2
1537922230424159,-3,-6,-4,-4,-1,0,-1,-1
1537922230424159,-1,11,5,7,0,-1,-1,1
1537922230432138,-3,-9,3,-15,-6,-4,-3,-3
1537922230432138,-1,-8,-33,-15,-3,-3,-2,-1
1537922230439119,-1,-3,19,15,2,-2,0,0
1537922230439119,-1,-7,0,26,5,1,2,0
1537922230452084,0,-2,0,-2,-3,0,-1,-1
1537922230452084,6,12,-1,-36,-7,-2,-2,0
1537922230468042,-2,-4,10,46,9,1,0,-1
1537922230468042,0,16,23,5,0,-1,0,-1
1537922230469039,-1,-16,-17,-8,-1,-1,2,0
1537922230469039,-1,5,-17,0,1,0,-1,-1
1537922230515913,-2,10,-3,0,-3,-2,0,-2
1537922230515913,-1,-9,4,2,-1,-1,0,0
1537922230515913,0,4,3,0,3,1,-1,0
1537922230515913,0,0,4,0,-1,-2,-1,-2
1537922230516911,1,-1,-4,-3,-1,-2,-2,0
1537922230516911,-1,5,-4,-3,-3,-2,-3,-2
1537922230519903,-2,-1,10,0,-1,-2,-2,-1
1537922230519903,-1,-2,-5,0,-2,1,0,-1
1537922230526884,-2,-3,-3,1,-1,-2,0,-2
1537922230526884,-1,-1,1,0,-1,0,-1,-2
1537922230534862,1,-3,-3,-1,-3,-1,0,0
1537922230534862,3,4,5,0,-1,-1,-2,1
1537922230543839,0,-1,2,1,1,1,-1,1
1537922230543839,-2,0,-5,-1,-1,-1,-1,-1
