timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1537921841064936,-1,0,0,-1,0,0,0,1
1537921841064936,0,1,0,-1,-2,-1,-1,0
1537921841065933,-1,-1,-2,1,-1,-1,-3,-3
1537921841065933,1,1,-1,-3,-1,0,-2,-1
1537921841066931,0,0,-1,1,0,-1,-1,-2
1537921841066931,0,0,-1,-1,1,-2,0,-3
1537921841070919,1,-1,1,-1,1,0,2,1
1537921841070919,-3,1,1,1,0,-1,-1,-1
1537921841073912,-1,0,1,0,1,1,-1,-2
1537921841073912,-2,-1,-2,-2,-1,1,-2,-2
1537921841076904,-1,1,-3,1,-2,-1,-1,-2
1537921841076904,-2,-3,-2,-1,-4,-2,2,0
1537921841086877,-1,-5,-4,-3,-2,-3,0,-2
1537921841086877,0,-1,2,-1,-1,0,1,0
1537921841107821,0,0,1,-6,0,-1,0,0
1537921841107821,2,0,0,7,1,-1,-1,-2
1537921841108818,-1,0,2,3,-1,-4,-2,0
1537921841108818,0,0,-4,-1,-2,-2,0,0
1537921841116797,-1,-1,-1,0,-1,-1,-1,0
1537921841116797,-3,-1,0,-2,-2,0,-1,-1
1537921841131757,-1,0,0,-4,-1,1,0,-2
1537921841131757,-2,0,-1,3,-1,0,-1,-1
1537921841136743,-2,0,3,0,-1,-1,-3,-2
1537921841136743,-3,-2,0,-3,-1,-1,-1,-3
1537921841184616,-1,-1,-1,-1,0,0,-2,-1
1537921841184616,-1,-2,-2,2,0,0,-2,-2
1537921841185613,-1,1,-3,-2,-1,-1,-1,1
1537921841185613,1,0,0,-1,-2,0,-2,0
1537921841186610,-1,-1,-2,-17,-1,-2,-2,-1
1537921841186610,0,2,0,10,1,-2,-1,0
1537921841189602,-1,-2,1,1,1,-1,2,0
1537921841189602,-3,-3,-2,-7,-2,-2,-2,-3
1537921841196583,1,-1,0,6,0,1,-1,1
1537921841196583,1,-2,0,-4,0,0,-2,0
1537921841203565,0,-1,0,-1,-2,1,-1,-4
1537921841203565,-3,1,-2,1,0,0,1,1
1537921841212541,-3,0,-2,-1,-2,-2,-1,0
1537921841212541,-3,-2,1,-3,-2,-1,0,-2
1537921841227501,1,-2,-1,1,0,-1,-1,0
1537921841227501,-1,-1,1,0,-1,2,-1,-1
1537921841234482,-2,4,-1,3,-1,-1,-1,-2
1537921841234482,0,-2,0,0,0,-1,-2,0
1537921841241463,-2,1,1,-2,-1,0,-2,-1
1537921841241463,1,-2,0,1,0,-2,0,-1
1537921841256423,0,-2,0,1,-2,0,-1,1
1537921841256423,-2,0,-2,-6,-2,-1,1,-3
1537921841264402,-1,-1,-1,4,0,0,0,-1
1537921841264402,-1,-1,-2,1,-1,-1,-1,-1
1537921841273378,-2,-1,1,1,0,-1,0,-2
1537921841273378,0,-1,0,-8,0,0,1,0
1537921841287341,0,-1,-2,3,-1,-2,-2,0
1537921841287341,1,1,1,3,1,-1,-2,0
1537921841294322,-1,-1,2,-2,-2,2,-1,0
1537921841294322,0,2,0,-1,-2,0,0,0
1537921841301304,-1,-2,-2,-5,-2,-2,0,-1
1537921841301304,-2,-1,-1,-1,0,0,-1,2
1537921841316264,1,0,0,3,1,-2,-1,-1
1537921841316264,-1,-1,2,-1,-1,-2,1,-3
1537921841324242,0,-1,-1,-1,-2,-1,-1,-1
1537921841324242,1,2,0,-2,-1,-2,1,-1
1537921841340200,0,-1,1,-1,-1,-1,-2,-2
1537921841340200,-2,-1,0,0,-1,-2,1,-1
1537921841347181,-2,0,-3,0,-2,0,-1,-3
1537921841347181,0,-1,-1,3,0,0,-2,-2
1537921841354162,0,0,-2,1,0,-1,-2,-1
1537921841354162,0,-1,-1,4,-1,-3,-2,0
1537921841361143,-1,1,2,-3,-1,0,1,-1
1537921841361143,-3,-1,-1,-1,-1,0,-2,-1
1537921841385079,0,0,-1,-1,0,-2,0,0
1537921841385079,-1,-1,-3,-3,1,1,-2,-3
1537921841385079,-2,0,0,-3,-2,1,0,-2
1537921841385079,-1,0,1,-1,-2,-2,0,0
1537921841393058,0,-1,1,-1,-1,0,2,-1
1537921841393058,-3,-2,-4,-3,-2,-2,-3,1
1537921841407021,1,-1,0,-1,0,-2,0,-1
1537921841407021,0,-2,-2,1,-1,0,-3,-1
1537921841414002,-1,-2,0,-3,9,0,-1,-3
1537921841414002,-1,2,1,7,-4,1,-1,1
1537921841420983,1,2,6,10,-3,2,1,1
1537921841420983,-2,-3,-4,-6,1,-3,0,-2
1537921841436941,1,-1,-4,4,-4,-2,1,0
1537921841436941,-1,2,7,-10,3,1,-2,-1
1537921841443922,-3,-2,-4,1,4,-3,-3,-5
1537921841443922,-1,-3,-2,5,-2,0,2,-1
1537921841452898,-2,-1,8,3,4,0,-3,-2
1537921841452898,2,-3,-20,-9,-8,-9,-2,3
1537921841466861,-4,5,22,-4,3,1,-3,-2
1537921841466861,9,23,16,6,2,7,2,0
1537921841473843,-9,-32,-45,-12,-10,-10,0,2
1537921841473843,-9,-19,-25,-19,-7,-7,-1,4
1537921841481821,-5,-2,-3,-4,-1,-1,-4,-1
1537921841481821,-4,8,14,-28,12,3,-4,-11
1537921841496781,15,21,23,38,-4,5,2,5
1537921841496781,-4,7,30,19,7,4,-4,-14
1537921841503762,15,10,-7,11,3,-1,4,14
1537921841503762,-16,-33,-38,-21,-21,-10,2,16
1537921841512739,-12,-1,6,-8,6,2,-9,-21
1537921841512739,0,4,14,3,5,1,-6,-8
1537921841527698,15,10,2,-2,-3,-2,4,7
1537921841527698,12,-18,-28,-11,-9,-10,12,32
1537921841533683,-19,-11,-15,-16,-4,1,1,-12
1537921841533683,-19,1,18,18,9,9,-8,-29
1537921841541661,2,18,34,9,6,8,-13,-17
1537921841541661,15,18,22,18,2,0,9,-4
1537921841556621,-1,-32,-35,-29,-10,-10,7,29
1537921841556621,17,11,-35,-15,-6,0,23,63
1537921841563603,-12,-27,-14,-36,4,6,-2,-26
1537921841563603,-8,8,29,40,-8,-20,-34,-41
1537921841572579,-1,6,38,10,-3,-1,-4,-3
1537921841572579,-5,-11,-39,-8,-6,-15,-1,2
1537921841587539,6,-28,-57,-14,-19,-25,7,41
1537921841587539,7,-3,-12,-14,15,32,14,10
1537921841593523,-7,25,42,-11,27,35,8,-30
1537921841593523,34,19,25,33,-8,8,0,14
1537921841601501,-43,-4,8,13,-5,-12,-8,-17
1537921841601501,-5,-9,-5,-2,-5,-16,-5,-9
1537921841617459,1,13,3,6,-2,-11,-20,-10
1537921841617459,35,13,20,-6,13,10,3,2
1537921841624440,1,-9,-14,-10,-21,-10,0,1
1537921841624440,-12,-7,-12,-6,2,2,2,6
1537921841633416,-11,-23,-34,-8,-7,-6,13,25
1537921841633416,-4,-8,-3,-10,0,-3,-7,-13
1537921841647379,15,30,42,26,14,18,3,2
1537921841647379,12,3,-14,-12,-9,-11,-9,0
1537921841654360,-4,-3,-17,4,-9,-8,0,-7
1537921841654360,-28,-10,7,4,4,3,-1,-13
1537921841661341,-1,1,1,3,6,0,1,-12
1537921841661341,11,13,26,-15,21,13,8,7
1537921841676302,10,4,-5,21,-15,-3,-3,-3
1537921841676302,-14,-17,-13,-8,-5,-9,1,-3
1537921841684280,-2,-5,-6,-4,2,3,-1,0
1537921841684280,-10,-3,-6,-7,-3,-3,-2,-7
1537921841693256,7,8,9,-3,4,-3,-7,2
1537921841693256,-1,4,6,-4,-4,2,-3,-4
1537921841707219,2,0,-5,-4,-2,-3,-4,-4
1537921841707219,-2,-3,-1,8,0,3,7,-3
1537921841714200,5,1,2,-4,0,-1,0,9
1537921841714200,-3,0,1,3,-2,4,1,1
1537921841721181,2,-2,-6,-4,2,-2,0,0
1537921841721181,-8,-5,-1,5,-5,-3,-6,-6
1537921841736141,3,4,2,0,1,-1,5,1
1537921841736141,-3,-4,-2,-7,-2,-3,0,-1
1537921841744120,0,-3,-3,-1,-1,0,-3,0
1537921841744120,-3,2,1,5,-2,1,-3,-3
1537921841753096,4,3,1,-2,0,-1,0,3
1537921841753096,-1,1,-1,-1,0,-3,-1,-2
1537921841767059,-1,-1,-3,-3,-1,1,3,3
1537921841767059,-4,0,-1,6,-1,0,-4,-1
1537921841774040,2,0,0,-4,1,0,1,1
1537921841774040,-2,-1,2,-2,-2,-1,0,-7
1537921841789998,0,-1,-2,-2,-2,1,1,2
1537921841789998,-2,1,1,0,-1,-2,-2,1
1537921841795981,0,1,-1,-2,-1,-3,-1,-1
1537921841795981,0,-1,-2,3,-1,-3,0,0
1537921841803960,0,-3,-3,-3,0,1,0,-1
1537921841803960,0,1,4,4,-2,-2,-2,-1
1537921841812936,2,-3,1,-11,1,2,-1,-1
1537921841812936,-2,-5,-2,10,0,0,-1,-2
1537921841826899,-1,1,-5,-6,-2,-2,1,3
1537921841826899,-1,-5,-4,-15,2,0,-1,-1
1537921841833881,-2,0,2,8,-8,-3,-2,1
1537921841833881,-1,2,3,7,6,1,0,-1
1537921841849838,0,-2,-6,-13,2,-2,-2,-1
1537921841849838,-2,1,3,11,0,0,0,-1
1537921841856819,1,2,1,-13,-4,-3,-2,-3
1537921841856819,-1,0,-2,1,-1,-2,-1,-3
1537921841863800,0,-2,-7,-15,-3,0,1,0
1537921841863800,1,1,4,4,2,1,1,0
1537921841872777,-1,-2,2,15,2,-4,-2,1
1537921841872777,-2,-2,3,5,1,-2,0,-3
1537921841886739,-1,-1,-1,-1,0,1,-2,-2
1537921841886739,0,-2,-8,-12,-6,0,0,0
1537921841893720,2,-1,-2,-3,1,0,-1,-1
1537921841893720,-1,-2,-2,-9,-3,-1,-2,0
1537921841909677,-1,-1,2,2,-1,-2,-1,0
