timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1537921677516607,-34,6,-3,-2,-2,-6,-18,-51
1537921677516607,11,-2,-4,-2,0,6,8,-1
1537921677517604,55,19,-2,-1,-3,-7,3,15
1537921677517604,-16,-13,-1,-1,0,-3,-1,1
1537921677517604,-8,-4,2,-1,0,3,-1,15
1537921677517604,-70,-26,2,1,0,2,-1,13
1537921677520596,33,4,2,1,2,1,4,6
1537921677520596,-4,9,-4,-4,-2,-5,-6,-38
1537921677528574,18,-9,-2,0,0,2,12,17
1537921677528574,59,22,2,-1,-1,-6,-3,14
1537921677537551,-82,-29,0,1,1,4,1,25
1537921677537551,4,7,0,2,0,-1,-12,-9
1537921677543534,-5,-3,-4,-3,2,-1,-2,-6
1537921677543534,29,7,0,0,-1,-4,-12,3
1537921677558494,-9,-1,-2,-2,-2,1,8,-30
1537921677558494,4,-1,0,-2,0,5,3,0
1537921677568468,32,5,-2,0,0,-1,12,-11
1537921677568468,-58,-32,5,3,3,1,-5,51
1537921677573455,49,8,-6,-3,-2,-5,-12,-58
1537921677573455,1,-3,3,1,-1,0,5,-16
1537921677588414,-36,-10,-4,-3,0,-2,-9,1
1537921677588414,-6,-10,-7,-4,0,4,14,-11
1537921677596393,-27,-12,3,0,2,0,9,-4
1537921677596393,3,5,3,2,2,1,-8,23
1537921677636286,10,1,-2,-1,0,2,5,5
1537921677636286,6,-2,-1,1,-1,2,7,-11
1537921677637284,18,6,-1,-1,-1,-6,3,-2
1537921677637284,-57,3,-2,0,0,1,0,-11
1537921677637284,18,-4,-1,-3,-4,1,2,4
1537921677637284,18,21,1,2,-2,-4,-1,10
1537921677640276,-4,-14,-2,-4,-2,0,-1,1
1537921677640276,7,-9,-2,2,2,2,11,-20
1537921677648254,-60,-24,-7,-2,1,0,-7,-13
1537921677648254,31,3,5,2,-2,-4,-7,2
1537921677655235,-1,-9,-3,1,-1,4,7,19
1537921677655235,12,4,2,0,-1,-1,7,-1
1537921677663214,2,-6,1,0,0,-3,-6,6
1537921677663214,-7,-5,-4,-4,0,0,-3,-36
1537921677678174,-20,-2,-5,2,-3,-3,-5,4
1537921677678174,21,-13,6,0,-1,-3,-2,4
1537921677686153,-8,-3,4,5,-1,1,-1,-4
1537921677686153,-6,3,-6,-3,-1,0,-1,11
1537921677693134,14,-9,-6,-3,0,-2,-5,7
1537921677693134,31,33,3,-1,-1,0,0,-1
1537921677709092,-26,-16,-1,-3,-2,-3,-6,-5
1537921677709092,-37,-13,-2,0,0,2,4,6
1537921677715076,61,-13,-1,-2,-1,1,1,-18
1537921677715076,-20,47,-2,-2,-3,-3,-8,15
1537921677723055,40,-16,5,3,1,-3,-4,17
1537921677723055,-23,-6,-1,0,1,1,9,-6
1537921677738014,-20,7,-2,0,1,-1,-11,-19
1537921677738014,12,-11,-8,-3,-4,0,-8,16
1537921677745993,3,31,2,-1,-1,1,13,-5
1537921677745993,-14,-30,0,0,-1,-1,-10,17
1537921677752974,-30,4,3,0,1,-3,-8,-38
1537921677752974,18,-32,-5,-3,-2,0,2,-5
1537921677776910,-26,15,-3,-3,0,2,19,-2
1537921677776910,-10,5,-3,-1,-2,0,2,-4
1537921677777907,-10,6,2,1,0,1,11,8
1537921677777907,-8,-3,1,0,1,3,-6,14
1537921677782894,30,11,-1,-2,0,-2,1,1
1537921677782894,8,9,1,2,0,11,-3,-18
1537921677797854,-11,8,2,1,-2,-7,-1,3
1537921677797854,6,6,1,1,1,-6,1,-6
1537921677805833,2,-6,-4,-7,0,-1,-4,11
1537921677805833,-17,-10,-4,0,1,-5,4,-19
1537921677812814,3,3,0,1,1,-1,-3,43
1537921677812814,-4,-11,-1,-1,-1,-2,1,-4
1537921677828771,2,8,1,-1,0,0,-14,-20
1537921677828771,13,7,-1,-3,0,-4,6,18
1537921677835753,20,5,0,0,-3,-1,9,-11
1537921677835753,-22,-7,0,1,1,2,1,4
1537921677842734,-1,-2,1,3,0,2,-2,2
1537921677842734,2,6,-1,-3,-4,-7,-20,-12
1537921677857694,-5,3,0,-1,-1,0,14,-4
1537921677857694,5,6,2,2,-1,1,-2,-29
1537921677865673,-15,-10,-4,1,2,-3,-11,53
1537921677865673,-15,-21,1,-1,4,12,9,34
1537921677880633,5,18,2,-3,-3,2,-12,-61
1537921677880633,-12,-18,0,0,5,9,19,-14
1537921677888612,46,16,-3,-4,-13,-16,-27,-24
1537921677888612,-70,2,2,0,1,-15,0,2
1537921677895593,44,7,-3,-3,-1,0,-2,-12
1537921677895593,6,12,3,2,0,0,-19,94
1537921677902574,49,15,4,3,2,8,28,-55
1537921677902574,-41,-19,-4,-1,-2,1,-18,14
1537921677917534,24,-6,-2,-5,-5,-8,-4,31
1537921677917534,-49,-5,-6,-1,-1,-5,4,-15
1537921677926510,-4,-1,0,-1,-5,-18,-14,6
1537921677926510,30,16,-2,-4,-1,14,2,3
1537921677940474,-31,-12,0,-2,8,7,11,15
1537921677940474,37,1,2,2,2,8,-6,3
1537921677948451,-31,-6,1,2,-14,-23,5,-3
1537921677948451,45,15,0,4,15,-14,10,-23
1537921677955433,-29,-14,-3,-1,0,11,-4,-6
1537921677955433,-13,-4,-2,-2,-4,-4,0,-24
1537921677962414,-6,0,-1,2,3,23,4,7
1537921677962414,-4,-7,0,-1,-4,1,-12,-7
1537921677978371,20,7,1,3,-3,-8,-5,13
1537921677978371,-10,-4,-2,-3,-3,-5,-3,-6
1537921677986350,-18,13,-1,0,3,7,3,4
1537921677986350,32,-3,2,-1,-8,-3,-1,17
1537921678000313,-28,5,-4,-1,-2,5,-4,-1
1537921678000313,40,9,-8,-4,-8,-28,-2,-13
1537921678008291,-22,-6,3,-2,7,3,11,44
1537921678008291,0,-1,6,0,-3,-3,-4,-53
1537921678015273,13,-25,-3,-1,-2,-4,-6,10
1537921678015273,-45,12,-1,-2,0,6,-1,-23
1537921678023252,5,-13,-5,-4,-3,-5,-22,-9
1537921678023252,-13,6,-1,-1,1,7,5,-18
1537921678038211,13,8,4,3,-1,5,0,-17
1537921678038211,-43,-34,-5,-2,1,-13,-24,7
1537921678046190,18,4,2,-5,-5,-6,1,-27
1537921678046190,24,8,0,4,-1,-10,-3,14
1537921678060153,-24,3,0,-6,-1,7,3,-18
1537921678060153,21,-10,0,-4,1,16,20,22
1537921678068132,-12,15,1,7,0,-9,-5,15
1537921678068132,7,-8,-4,-7,-2,20,15,8
1537921678108025,33,17,2,2,-5,-4,-10,-9
1537921678108025,-11,-11,0,2,9,-8,-15,6
1537921678110019,-49,-6,-7,2,1,13,2,33
1537921678110019,69,15,0,0,-3,33,30,29
1537921678110019,-16,15,-4,-4,-2,-17,-23,-34
1537921678110019,-10,3,8,2,-3,7,-7,-30
1537921678114009,20,-1,-2,3,4,4,-1,27
1537921678114009,-26,2,-12,-3,-3,9,-1,29
1537921678128969,37,-10,1,0,-2,-11,13,25
1537921678128969,3,11,-1,2,-8,4,-8,-42
1537921678130963,19,-32,-6,-11,0,2,9,21
1537921678130963,-28,9,3,6,-1,-16,3,1
1537921678134954,2,-4,3,0,4,35,-10,5
1537921678134954,-14,-4,-5,-6,2,-17,3,3
1537921678151908,16,15,-1,1,-2,-6,3,-19
1537921678151908,18,1,-1,-5,-2,-8,-8,-8
1537921678180830,21,0,0,-3,-1,11,23,-2
1537921678180830,-21,-10,-2,2,-3,11,-1,8
1537921678189806,75,35,0,0,-1,-9,-1,-9
1537921678189806,-113,-37,-1,-2,1,-7,-21,4
1537921678196788,-1,15,-5,2,3,-6,-29,-46
1537921678196788,46,-10,2,-3,-3,23,-8,32
1537921678197785,17,-1,2,1,-1,-17,1,4
1537921678197785,14,6,4,2,-2,0,1,50
1537921678211748,-30,2,-2,0,1,-8,7,30
1537921678211748,-11,5,-5,-5,-3,-9,-2,32
1537921678212745,-11,-13,1,5,8,13,10,-16
1537921678212745,56,12,-1,-1,2,18,5,2
1537921678226708,-25,-1,-1,-2,-3,-17,7,8
1537921678226708,29,12,-1,-3,4,-6,15,-1
1537921678227705,-10,7,-3,-2,1,8,4,-15
1537921678227705,57,-2,-4,-3,-1,-7,-3,-24
1537921678249647,-52,8,-3,-7,-16,4,-9,10
1537921678249647,89,36,8,10,27,-1,-2,-6
1537921678250644,-55,-27,-5,-5,-4,16,-5,0
1537921678250644,8,-4,1,1,3,-13,4,15
1537921678271588,43,14,5,7,8,8,-14,4
1537921678271588,-30,-17,0,-5,-7,6,-9,-73
1537921678273582,25,28,-5,-1,2,-2,-13,17
1537921678273582,6,-16,-3,-1,4,2,5,54
1537921678286548,-31,9,-1,-2,5,-1,6,71
1537921678286548,47,18,11,1,-2,22,14,-33
1537921678288542,34,16,1,0,4,-25,-34,-45
1537921678288542,-60,-4,4,3,4,1,-15,-4
1537921678309486,9,-14,-1,2,13,25,16,45
1537921678309486,-12,-2,-4,3,-4,-18,-15,12
1537921678310484,-7,-6,-2,-3,2,16,-8,6
1537921678310484,28,17,0,0,-3,-39,4,-31
1537921678331428,9,-3,6,-1,-1,9,3,6
1537921678331428,-12,2,-4,-13,-4,0,-9,28
1537921678333422,-12,5,1,5,-2,-2,10,-24
1537921678333422,11,10,0,-10,-11,-5,-18,10
1537921678346388,92,24,6,8,18,-3,7,-3
1537921678346388,-105,-43,-10,0,-3,-8,8,7
1537921678352372,26,11,3,-4,-3,11,22,-29
1537921678352372,14,18,10,4,1,7,0,0
1537921678369326,-5,-10,-6,-5,-11,-20,0,-38
1537921678369326,6,13,6,4,-2,2,-6,34
1537921678370324,26,-20,1,3,6,8,2,25
1537921678370324,-36,-1,-8,-3,-4,0,15,-108
1537921678391268,-26,6,4,-2,-3,-11,-8,14
1537921678391268,33,-12,-2,2,1,0,1,-8
1537921678393262,-15,2,2,-1,0,4,6,23
1537921678393262,-15,9,0,-4,2,26,-7,-12
1537921678406228,-35,-16,-1,-2,-14,-51,-8,4
1537921678406228,20,0,-7,-5,-5,-15,1,1
1537921678413209,-5,5,2,-7,-2,7,9,12
1537921678413209,8,-22,0,9,2,8,-2,1
1537921678429167,-38,-10,-8,-6,2,37,5,-19
1537921678429167,46,36,5,4,-2,-7,1,-7
1537921678431161,-44,-33,-3,0,-1,-23,-16,3
1537921678431161,3,8,-4,-2,-8,-23,4,6
1537921678452105,-32,-4,3,0,5,4,12,-28
1537921678452105,-15,-6,1,0,1,-6,-34,-3
1537921678453103,-10,-6,-1,-4,-4,-2,-11,-42
1537921678453103,-16,-19,-7,-5,1,-6,8,-16
1537921678466068,70,30,3,4,-10,-9,-1,6
1537921678466068,-13,-6,1,0,-1,13,27,24
1537921678473049,-42,-9,-4,-1,2,-13,-21,-40
1537921678473049,1,9,2,0,-1,1,-3,-9
1537921678490004,57,-6,-3,4,-2,-4,8,26
1537921678490004,-95,-3,-3,-5,-5,-35,3,-10
1537921678491001,0,-26,-4,4,2,11,-5,18
1537921678491001,14,7,3,1,-2,-21,-17,33
1537921678511945,1,-4,0,-3,0,-14,-6,1
1537921678511945,16,6,1,0,-5,8,1,-5
1537921678512943,14,9,2,-2,6,3,18,-8
1537921678512943,7,-2,-1,-2,-1,9,-9,25
1537921678525908,-60,-23,0,1,2,3,-5,-15
1537921678525908,33,11,-2,2,-1,9,17,13
1537921678532890,13,19,-4,-9,-5,-17,-29,32
1537921678532890,28,-14,-3,1,4,5,-5,-53
1537921678548847,-33,-18,0,-2,-2,-7,-1,-69
1537921678548847,-6,-10,-4,-2,-6,10,5,-1
1537921678550842,3,6,4,0,6,21,8,7
