timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1537915174264044,-2,2,2,0,-7,-23,-9,-2
1537915174264044,1,1,1,1,7,0,4,2
1537915174265041,-2,-2,2,6,8,-4,2,6
1537915174265041,-1,-1,-5,-5,4,-9,-4,-6
1537915174265041,0,1,0,4,13,33,3,12
1537915174265041,-4,-4,-3,-2,-7,-16,-6,-4
1537915174273020,1,-1,1,1,7,19,-9,-3
1537915174273020,3,1,1,1,1,-11,22,6
1537915174274018,1,-4,-3,-7,-12,-13,-2,-5
1537915174274018,-2,-2,-1,-1,0,-10,-8,-6
1537915174284987,-4,-1,-1,0,-5,2,16,-2
1537915174284987,-1,0,2,1,3,11,-5,-1
1537915174290973,-1,-3,-1,-2,-4,-9,-4,-2
1537915174290973,-1,0,-1,0,-7,3,1,1
1537915174306929,0,0,-1,-3,2,-16,-7,-4
1537915174306929,0,-2,0,-1,-10,-26,-11,-1
1537915174315904,-1,-1,0,1,12,55,7,-3
1537915174315904,1,1,-3,-5,-8,-6,-2,3
1537915174330864,-2,-3,-2,-2,-2,3,-9,-2
1537915174330864,0,0,-1,2,4,-23,-1,0
1537915174337846,0,0,0,0,3,12,-1,1
1537915174337846,-2,-1,1,-6,-16,-2,0,-2
1537915174350811,-1,-2,-2,-1,9,-10,7,1
1537915174350811,0,0,-1,-3,-8,15,-4,0
1537915174393698,-2,-4,-1,-7,-25,-17,2,1
1537915174393698,0,1,0,0,9,11,0,-2
1537915174397687,-1,0,-1,3,0,-8,-6,-4
1537915174397687,3,-3,-2,-9,-22,-17,-26,11
1537915174397687,-1,2,0,3,7,9,34,1
1537915174397687,0,0,-3,-2,-12,1,3,0
1537915174398685,-1,-4,0,-3,11,-5,-4,2
1537915174398685,-2,0,-1,6,15,9,-3,-3
1537915174403672,0,0,-2,-5,-10,-14,-14,-2
1537915174403672,1,-2,1,1,10,4,-4,-1
1537915174410652,-1,1,0,0,-5,-5,1,-3
1537915174410652,-3,0,-3,-3,-15,-1,9,-2
1537915174418630,-3,-1,-1,-1,7,4,-7,1
1537915174418630,-2,-3,-3,-4,2,0,5,2
1537915174433589,1,0,-1,0,-4,0,1,0
1537915174433589,-1,0,1,3,15,-3,-1,-2
1537915174441568,1,-2,-1,1,0,4,-2,-1
1537915174441568,-4,-2,-1,-1,-11,13,-1,-5
1537915174466502,-1,1,-1,1,7,7,1,0
1537915174466502,-5,-2,0,2,-6,-8,3,-12
1537915174466502,-1,-2,-2,-1,13,4,2,-3
1537915174466502,3,1,0,-2,-11,-33,-5,2
1537915174487446,1,-3,0,-2,4,21,-6,-2
1537915174487446,-1,0,1,-1,4,1,12,-2
1537915174487446,-4,0,-1,-1,-7,-3,-7,-5
1537915174487446,0,0,-1,-3,-1,-5,-8,-3
1537915174501408,-1,0,-1,-2,8,5,-11,-2
1537915174501408,2,-1,0,-3,-10,-11,12,0
1537915174502406,3,0,1,-1,1,2,-12,10
1537915174502406,-3,-3,-2,-3,-6,-2,4,2
1537915174524347,0,0,-2,0,0,-15,-9,-3
1537915174524347,-2,-1,-1,0,0,7,-5,0
1537915174525345,1,-1,1,2,11,3,2,-3
1537915174525345,-1,-2,-2,-4,-20,-12,-4,-3
1537915174539307,-3,-1,0,-4,-11,-2,8,1
1537915174539307,0,0,-2,-2,-3,1,-1,1
1537915174539307,0,0,-2,1,5,8,0,-1
1537915174539307,0,0,0,1,13,-2,-2,0
1537915174562245,-1,-1,-1,0,-12,-8,7,-1
1537915174562245,1,-1,-2,-3,-6,5,-1,-1
1537915174563243,-1,0,-3,0,-3,-8,-5,-2
1537915174563243,-1,0,0,-1,4,5,3,0
1537915174585184,0,-1,1,-2,-6,0,6,0
1537915174585184,-2,-1,-1,0,6,4,-3,-1
1537915174585184,-1,-1,-2,-1,-4,1,2,-3
1537915174585184,0,0,0,1,0,0,2,2
1537915174599147,-1,-1,-3,-6,-3,-1,-1,2
1537915174599147,1,-1,-1,-1,1,0,-2,0
1537915174600144,-1,-2,-1,-3,-4,-1,0,-4
1537915174600144,-3,-3,0,1,2,3,1,-4
1537915174622086,-5,0,1,3,0,-1,-3,-6
1537915174622086,4,-1,-3,1,1,0,-3,17
1537915174623083,-5,0,-1,1,-5,-2,3,-12
1537915174623083,18,-2,-3,-2,-2,-8,-13,33
1537915174645025,2,1,2,1,-2,2,0,2
1537915174645025,8,-1,-7,-11,-7,-6,-9,5
1537915174645025,-11,0,2,5,3,2,7,-14
1537915174645025,-5,1,-2,-1,2,7,-3,-13
1537915174658988,-6,0,0,2,2,1,20,3
1537915174658988,-4,0,2,4,3,2,6,-3
1537915174659987,1,0,-2,-3,-4,-2,0,10
1537915174659987,-3,-1,-2,-1,-2,-3,-9,-13
1537915174681928,-6,-1,-2,-2,-4,-8,20,5
1537915174681928,4,1,2,4,9,8,-31,-46
1537915174682925,4,-2,-2,-4,-9,-5,-14,17
1537915174682925,-3,-1,-1,-1,5,9,16,3
1537915174704866,10,-2,-2,0,9,-5,-15,8
1537915174704866,-16,-4,-2,-1,4,5,7,7
1537915174705862,0,-1,-2,-5,-14,-3,-11,-16
1537915174705862,2,1,1,0,1,-15,-7,-9
1537915174718827,1,-1,-1,-2,-10,8,-30,2
1537915174718827,-5,-1,1,-5,-9,5,13,-15
1537915174719825,5,0,-1,7,22,-14,59,18
1537915174719825,-7,-1,-1,18,80,99,4,-4
1537915174741766,-2,-4,-1,1,9,-37,-8,-16
1537915174741766,-5,-3,-5,-19,-79,-86,-23,31
1537915174742763,-12,-1,0,-1,31,4,-48,-19
1537915174742763,12,12,16,23,-31,3,81,-16
1537915174764704,20,3,0,9,34,-58,31,48
1537915174764704,-1,-9,-11,-14,-9,102,-37,-24
