timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1537910850860620,-1,1,3,6,41,-2,-2,-2
1537910850860620,0,1,4,15,11,1,-1,-1
1537910850861618,0,-2,1,11,3,-1,-1,-1
1537910850861618,0,1,2,-5,-12,-2,0,-1
1537910850861618,1,0,4,4,-8,-1,0,2
1537910850861618,0,1,7,0,-23,-1,2,-3
1537910850862616,-4,-1,3,5,65,7,0,-9
1537910850862616,4,-1,-1,1,-8,-3,2,28
1537910850867602,0,-3,-1,-3,-11,0,0,-1
1537910850867602,2,-2,-4,-1,4,-2,-3,0
1537910850874583,-1,1,-1,-3,-26,-7,-1,2
1537910850874583,-2,-3,-1,0,5,3,-1,-9
1537910850889543,-2,1,-5,3,13,4,1,-2
1537910850889543,-3,-2,-5,-16,-11,-17,-6,2
1537910850897521,1,1,7,1,-10,13,6,-1
1537910850897521,0,1,3,11,9,5,-6,-5
1537910850903504,-2,-3,4,3,-39,-8,16,5
1537910850903504,-3,-3,-3,24,57,6,-3,-10
1537910850927440,-1,-2,-10,-70,-24,-10,-10,-1
1537910850927440,-5,-5,-5,-13,2,-6,20,1
1537910850928438,-1,-1,-4,-6,-42,5,2,2
1537910850928438,-2,1,5,33,24,-8,12,4
1537910850967333,0,-4,-9,-22,-16,6,13,8
1537910850967333,-1,2,4,6,-4,1,-11,-5
1537910850968331,0,0,1,3,-4,0,-1,-1
1537910850968331,0,0,1,9,7,-1,-9,-5
1537910850972320,-1,0,-1,2,-3,-5,2,-1
1537910850972320,-1,-4,-7,-7,-15,-2,-3,-1
1537910850973317,-2,-3,-2,-6,-23,-6,9,1
1537910850973317,-1,-1,-3,-1,33,-4,-8,-5
1537910850978304,-1,-1,-1,1,-34,-5,-5,-5
1537910850978304,1,1,1,-3,34,1,3,1
1537910850986282,1,-1,4,36,17,19,-6,-3
1537910850986282,0,-3,-5,-19,-11,0,0,0
1537910850995259,0,0,-4,-22,31,-7,-11,-3
1537910850995259,1,0,3,2,-81,-6,5,2
1537910851009221,1,-1,-3,-12,-13,-6,2,1
1537910851009221,-2,-3,0,21,5,-2,-1,0
1537910851016202,-1,-4,-3,-15,2,7,-2,-1
1537910851016202,0,-1,-3,-3,30,7,-2,-2
1537910851040139,-2,1,6,-2,-22,-5,-7,-5
1537910851040139,-1,-1,-1,9,14,3,2,1
1537910851041137,-2,1,0,10,7,-3,-2,-2
1537910851041137,-1,-1,1,-2,-1,0,0,0
1537910851053105,-1,0,-1,-1,5,-3,1,1
1537910851053105,2,3,1,-1,-3,5,3,-1
1537910851062081,1,1,0,6,7,1,-1,0
1537910851062081,-2,-5,-4,3,13,-5,20,6
1537910851077041,-1,-1,0,-10,-24,-2,-3,-1
1537910851077041,-1,-4,-7,-12,-2,-4,7,4
1537910851079036,-1,2,3,10,23,1,-7,-6
1537910851079036,2,1,2,-1,-47,4,2,1
1537910851099980,41,9,2,1,80,10,-2,-1
1537910851099980,-37,-14,-7,-17,-78,-19,-5,-3
1537910851100977,3,2,10,59,64,-11,3,1
1537910851100977,-3,4,7,-6,29,11,-10,-3
1537910851113943,-2,-11,-22,-69,-36,40,14,5
1537910851113943,11,2,-5,-43,-5,13,-3,-2
