timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1537920154414782,-1,1,0,1,1,17,-11,-4
1537920154414782,1,-1,1,1,5,22,11,0
1537920154418771,-1,-3,-1,0,-5,-13,19,1
1537920154418771,-1,0,1,3,7,7,-2,-1
1537920154419768,-2,-1,-1,1,6,23,3,-1
1537920154419768,0,1,-1,-2,-3,-30,-6,1
1537920154420766,-2,-2,-5,-9,-34,-40,-4,-3
1537920154420766,-1,-1,0,1,4,25,-9,-6
1537920154426750,1,-3,0,-1,9,-13,-3,-3
1537920154426750,-2,-1,1,4,12,47,4,-2
1537920154442707,1,1,1,0,8,8,-3,-2
1537920154442707,-2,-2,-2,-4,-11,-37,2,-2
1537920154446696,-1,-2,-2,-2,0,0,1,-1
1537920154446696,0,-2,-1,0,0,-4,-2,4
1537920154457667,-1,-1,-1,0,1,-9,-4,-1
1537920154457667,-1,0,-2,-1,-6,5,5,-2
1537920154471630,-2,0,-1,-1,2,0,13,-3
1537920154471630,-1,0,1,-2,-10,-5,-8,-1
1537920154485592,2,1,-1,5,6,31,3,7
1537920154485592,1,0,3,16,25,2,-14,4
1537920154525487,0,-1,0,1,-21,-9,-3,0
1537920154525487,-1,-1,-3,-8,18,-4,-4,-1
1537920154526483,-2,-3,-3,-13,-17,-7,-4,-2
1537920154526483,1,0,0,-2,-16,-3,-2,-2
1537920154529475,0,0,2,5,4,5,0,-2
1537920154529475,0,1,1,8,1,11,1,3
1537920154530473,0,3,2,6,19,-10,-2,-1
1537920154530473,0,-1,-2,-1,4,9,-1,0
1537920154538451,-1,1,0,-1,0,1,-2,-3
1537920154538451,-4,-4,-2,0,8,6,1,-6
1537920154544435,4,3,0,-1,-10,-10,1,5
1537920154544435,-1,0,-4,-1,-6,-10,3,-1
1537920154560393,1,0,-1,0,3,-5,-9,0
1537920154560393,-2,-2,0,-1,-4,6,-1,-3
1537920154566377,-1,-2,-1,2,9,-20,-8,-3
1537920154566377,-1,-1,1,-3,-3,24,8,-1
1537920154575353,0,-2,-3,-3,4,9,1,0
1537920154575353,0,0,0,0,-7,-7,0,-1
1537920154599288,-2,-1,2,2,-6,7,0,-2
1537920154599288,-1,-1,-1,-1,0,-18,-3,-1
1537920154601283,-3,-1,-3,-4,0,-1,2,-3
1537920154601283,1,1,1,1,-7,1,-2,1
1537920154611256,1,-2,-5,-5,-9,-7,0,-2
1537920154611256,-2,-2,0,1,7,1,-4,-2
1537920154620232,-1,-1,-2,0,7,2,3,-1
1537920154620232,0,0,-3,-4,-15,-7,-2,-2
1537920154635193,-3,-1,1,1,0,11,1,-2
1537920154635193,-3,-2,2,2,4,-2,-2,-3
1537920154637187,-2,-1,-1,-1,-1,-2,-1,-2
1537920154637187,0,-1,-1,-1,-2,-9,0,-3
1537920154658131,0,-1,1,0,2,8,0,0
1537920154658131,2,1,0,-3,-1,2,-1,1
1537920154659129,1,0,-1,-1,-3,-8,-2,0
1537920154659129,-3,-1,0,-1,1,-2,-3,-1
1537920154672094,-1,0,-1,-1,2,7,-1,0
1537920154672094,-2,-4,-1,-2,0,-5,-3,-1
1537920154688051,-1,-3,0,0,-1,0,0,-1
1537920154688051,-1,1,-4,-5,-5,-3,-1,1
1537920154695033,-1,-1,-1,0,0,2,1,-1
1537920154695033,3,2,0,1,0,0,-1,-1
1537920154697028,0,-2,-1,-1,6,9,3,0
1537920154697028,0,-2,3,9,41,33,0,-4
1537920154717971,-3,-1,1,1,-16,-21,2,3
1537920154717971,-7,-5,-4,-11,-21,-53,-4,5
1537920154718969,2,-1,-1,-4,-30,2,-9,8
1537920154718969,6,2,1,3,16,80,28,-4
1537920154731934,-2,1,-1,-5,-28,-77,-3,1
1537920154731934,-12,-3,2,14,37,24,-16,-65
1537920154740910,3,10,6,-3,-16,-41,69,6
1537920154740910,4,-4,2,21,11,38,-26,36
1537920154754872,7,-5,-5,9,41,21,10,23
1537920154754872,-11,-10,-22,-62,-117,-89,-63,-56
1537920154761854,-10,-9,-11,-17,-7,73,-19,-31
1537920154761854,3,12,18,28,60,-128,57,-16
1537920154777812,-19,-13,-22,-32,-5,54,-17,-94
1537920154777812,25,14,16,54,127,16,48,125
1537920154779806,-2,-18,-33,-69,-85,-121,-70,31
1537920154779806,-13,-9,-3,-19,-27,116,11,-83
1537920154791775,6,20,37,90,77,83,-15,24
1537920154791775,1,10,0,2,-90,-66,35,-19
1537920154800752,-20,-15,-21,-59,127,58,1,-27
1537920154800752,9,-16,-2,-8,-122,-91,-14,42
1537920154815711,2,7,-8,-40,-29,97,-6,-24
1537920154815711,-9,0,15,18,9,-22,24,6
1537920154816709,35,17,29,44,49,68,38,63
1537920154816709,-23,-16,-6,46,73,-21,-32,-42
1537920154837653,0,-12,-16,-24,-82,-70,5,83
1537920154837653,2,10,14,11,67,81,-13,-33
1537920154839648,10,19,9,8,-29,-74,37,9
1537920154839648,-15,-19,-34,-108,-83,30,-49,-6
1537920154851616,0,-3,2,24,36,54,58,47
1537920154851616,20,5,7,48,86,-13,-4,1
1537920154860593,-12,-10,-11,-25,-73,-50,-88,-15
1537920154860593,1,6,-3,4,125,29,49,7
1537920154875553,-9,4,17,38,69,-12,-46,-47
1537920154875553,-20,-15,-11,-22,12,-10,-24,-17
1537920154876550,10,-4,1,5,-58,108,-4,-4
1537920154876550,7,-5,-29,-74,-128,-120,-56,35
1537920154897493,-15,-2,2,-18,17,-2,22,-99
1537920154897493,14,1,6,5,9,37,15,44
1537920154899487,0,14,30,106,127,-85,33,-39
1537920154899487,-19,2,-15,-49,-100,-81,-44,-18
1537920154920430,8,-16,-14,-37,3,-16,33,25
1537920154920430,-16,12,1,-9,-33,109,-4,-5
1537920154921428,44,-12,-13,-17,-69,-72,-53,92
1537920154921428,4,6,16,39,71,127,31,26
1537920154935390,-4,-4,3,21,22,40,-11,-26
1537920154935390,-8,-9,-20,-38,-49,-40,9,-21
1537920154937385,-19,0,16,40,127,-36,23,-7
1537920154937385,13,4,0,9,-61,82,-4,7
1537920154958329,3,-6,-13,-44,-90,-95,-35,16
1537920154958329,10,13,-1,-6,-3,68,-19,10
1537920154959327,-19,-1,3,8,-76,7,-29,-71
1537920154959327,4,-4,1,-4,43,13,27,6
1537920154971294,-12,-6,-6,-20,-60,-63,-15,-23
1537920154971294,-5,-11,0,3,15,17,-8,-3
1537920154980270,-5,1,4,22,56,53,20,8
1537920154980270,1,10,16,40,62,-13,-26,-11
1537920154995230,1,3,0,-3,-29,-49,-51,-4
1537920154995230,-3,-3,1,-8,8,37,52,-16
1537920155001214,-3,-2,-9,-16,-16,80,-8,2
1537920155001214,7,5,3,16,17,-76,58,17
1537920155018169,-3,3,2,-5,10,17,-23,-24
1537920155018169,5,-5,4,20,-12,-1,27,4
1537920155019167,-11,0,6,29,31,72,11,-23
1537920155019167,9,3,-1,-3,39,-45,-11,26
1537920155031134,-1,-6,-6,-19,9,-41,5,10
1537920155031134,17,0,-4,-3,23,23,-34,31
1537920155040110,-26,-10,-11,-43,-99,-50,-55,-57
1537920155040110,-1,-1,1,-9,-48,-60,29,6
1537920155055071,14,3,2,31,74,-17,2,35
1537920155055071,-3,-5,-3,-14,-12,24,16,48
1537920155062052,8,6,10,40,54,-5,18,-3
1537920155062052,-10,1,4,8,10,68,-29,-29
1537920155078010,1,-2,-3,-11,-4,-66,3,13
1537920155078010,18,-4,-11,-12,-18,-13,-23,-3
1537920155079008,-8,-1,-3,-12,-25,-77,15,8
1537920155079008,-2,1,0,4,-8,-54,25,-3
1537920155091972,-6,2,3,8,23,82,37,-19
1537920155091972,-12,-5,0,3,26,-122,1,21
1537920155100949,-11,3,3,-6,-15,5,-25,-86
1537920155100949,-5,-5,-5,-15,-20,10,-7,5
1537920155114910,32,8,8,29,55,24,-3,50
1537920155114910,-15,-4,1,11,27,-13,-32,-49
1537920155121892,11,-10,-15,-35,-72,38,5,33
1537920155121892,1,6,4,3,9,21,-14,-3
1537920155137849,-11,2,9,47,52,27,4,-8
1537920155137849,-11,-3,-6,-40,-36,6,-13,-12
1537920155139844,5,0,-3,-1,30,19,19,9
1537920155139844,-4,-1,2,4,-2,34,-4,-23
1537920155151811,1,1,-1,1,-17,19,12,18
1537920155151811,4,0,-1,7,6,1,-3,-11
1537920155160788,-4,-3,-5,-4,3,-16,9,15
1537920155160788,6,-2,0,1,-10,-4,0,11
1537920155175748,-2,0,-3,-16,-15,-3,11,-12
1537920155175748,-4,-3,-4,2,-10,-7,6,-8
1537920155176745,-1,1,2,-7,3,15,9,11
1537920155176745,-1,1,6,23,31,11,-2,-6
1537920155197690,-1,-2,-3,-14,-14,12,-6,-6
1537920155197690,-2,-1,-6,-12,-29,1,-7,-8
1537920155199685,4,2,0,5,10,10,13,19
1537920155199685,2,-1,3,5,18,5,-8,-5
1537920155220629,-3,-3,-5,-14,-30,-8,-1,-2
1537920155220629,2,-1,0,5,-4,-6,5,3
1537920155221628,-1,1,-1,1,15,-1,7,1
1537920155221628,-2,-1,1,3,6,2,-2,-2
1537920155234592,-1,0,0,-4,-10,6,0,-3
1537920155234592,-1,0,0,7,3,-1,2,-2
1537920155241574,2,-1,-3,-6,1,4,-3,-2
1537920155241574,-3,-1,-1,-6,-7,7,-6,-5
1537920155258528,1,0,-1,3,-7,5,2,3
