timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1537907213954639,-2,-7,-5,-5,-2,-2,-4,4
1537907213954639,3,7,7,-2,-2,-1,0,3
1537907213956634,-4,-5,18,1,-1,0,0,-2
1537907213956634,-1,-2,-36,-12,-1,0,0,-7
1537907213957631,-1,-21,-9,-1,2,-1,1,5
1537907213957631,0,-1,20,1,-2,-3,0,1
1537907213960623,1,4,5,0,-2,-1,-1,-3
1537907213960623,0,10,4,1,-1,-2,0,2
1537907213967604,-3,-22,-1,-3,-1,-2,1,-3
1537907213967604,-5,-5,1,-3,-1,0,-1,-2
1537907213978575,2,-6,-8,0,1,-1,0,5
1537907213978575,-4,-1,10,2,0,-2,-1,1
1537907213982564,3,15,-14,-6,-2,-1,1,-1
1537907213982564,-3,-16,0,2,0,0,-1,-2
1537907213997524,2,3,30,-2,0,-1,-1,-1
1537907213997524,1,1,-50,0,-5,-1,0,3
1537907214007498,-2,-15,67,14,2,-1,-2,-3
1537907214007498,2,18,-50,-2,-5,-1,-1,1
1537907214028442,-3,-6,-16,-5,2,0,0,1
1537907214028442,0,-12,-2,4,-1,-3,-2,0
1537907214028442,-1,15,5,-12,-1,-1,0,1
1537907214028442,0,-8,-1,-2,1,1,-1,3
1537907214042404,-1,-13,7,5,2,0,-2,1
1537907214042404,2,24,17,3,-1,0,-1,-1
1537907214084292,2,0,17,-11,-7,-1,-1,-2
1537907214084292,1,7,3,0,-2,-1,0,-1
1537907214084292,1,2,4,-5,-5,-1,-2,0
1537907214084292,-4,-7,1,4,1,-2,-2,-2
1537907214087284,-1,6,-2,2,4,0,1,2
1537907214087284,0,-8,-5,-5,-4,-2,-2,2
1537907214088282,-3,-6,3,-1,-1,-1,-2,-4
1537907214088282,2,13,-4,-1,1,1,1,2
1537907214096261,-2,-1,-13,0,0,-1,-2,-1
1537907214096261,0,-1,20,2,1,0,-1,-2
1537907214102244,-2,4,-9,3,2,-1,0,-2
1537907214102244,0,-1,4,-1,-1,0,-1,-1
1537907214111221,-1,-1,-4,0,-4,-3,-1,-1
1537907214111221,-3,-7,-26,-13,2,2,0,-2
1537907214125183,1,4,33,30,7,0,-1,2
1537907214125183,-1,-2,24,10,10,2,0,-1
1537907214133162,-1,4,-18,-12,-10,-5,-4,-4
1537907214133162,2,2,-3,-28,-5,2,1,1
1537907214156100,-2,-11,50,-19,-2,-3,0,0
1537907214156100,1,0,-4,36,-3,1,-1,-1
1537907214157098,-4,-7,32,48,13,-1,-5,-6
1537907214157098,4,20,-52,-64,-4,-4,0,5
1537907214170063,-3,-12,-4,-31,-16,-5,-4,-3
1537907214170063,2,2,33,18,3,-1,-2,0
