timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1537918924840535,-2,-2,0,2,3,6,8,2
1537918924840535,-3,-3,-4,-5,-8,5,-7,-7
1537918924841532,0,-2,0,0,7,-2,-1,3
1537918924841532,1,0,2,2,3,-17,-3,4
1537918924842529,-2,0,-2,1,1,2,1,3
1537918924842529,-1,0,0,-2,-20,-7,1,-2
1537918924846517,-2,-2,-1,-1,-22,-34,-19,-3
1537918924846517,-3,-5,-3,-12,-26,36,30,-4
1537918924852502,1,0,1,-3,4,-4,-5,2
1537918924852502,-2,1,0,2,19,22,8,3
1537918924860480,0,1,0,3,17,-9,0,-1
1537918924860480,-2,-1,-1,2,10,1,-12,0
1537918924868458,-3,0,-2,-1,-9,-1,0,-2
1537918924868458,1,-2,0,-2,-1,-7,-3,1
1537918924882422,-2,1,0,0,-3,3,6,-1
1537918924882422,0,0,-1,1,3,-7,-8,-1
1537918924893396,1,-2,1,-1,4,13,-1,-1
1537918924893396,0,1,0,2,1,-20,-3,1
1537918924906356,-1,-1,0,0,2,29,8,0
1537918924906356,-2,0,0,0,1,-3,-2,0
1537918924914335,-3,-3,-5,-2,1,-21,-12,-5
1537918924914335,1,1,1,-2,-16,-6,22,7
1537918924927300,2,-2,-2,-3,9,42,-2,1
1537918924927300,-4,-1,0,1,-14,-36,-27,-3
1537918924969187,0,-1,-3,-6,-17,-22,-12,-1
1537918924969187,-3,1,0,3,6,-17,-8,-3
1537918924969187,1,-3,1,2,12,16,-3,-1
1537918924969187,-1,0,0,0,2,4,-1,-3
1537918924974174,-3,1,-1,2,4,-1,2,-3
1537918924974174,0,-2,-1,-2,1,-2,-2,-1
1537918924975172,2,-1,-1,2,11,-2,-1,7
1537918924975172,-8,-1,1,6,21,-1,-3,-2
1537918924979161,2,2,4,11,60,36,4,14
1537918924979161,-7,-6,-7,-18,-33,-11,-6,-13
1537918924988137,-2,-2,-4,-9,-43,-73,-20,-5
1537918924988137,-6,-4,-8,-21,-67,8,6,-17
1537918924994121,1,-3,-2,-3,3,20,-8,19
1537918924994121,0,0,3,19,86,47,-7,3
1537918925011076,3,1,3,3,-19,-45,8,-3
1537918925011076,-2,-1,0,4,28,49,-2,-4
1537918925017060,2,3,0,8,28,-57,-28,-3
1537918925017060,0,-1,0,-7,-17,8,10,3
1537918925039999,-6,-6,-10,-26,-36,69,-1,0
1537918925039999,13,2,3,14,-47,-94,-26,30
1537918925040996,-10,2,8,0,74,66,14,-45
1537918925040996,11,5,0,1,-59,-73,-14,-4
1537918925054958,-12,-3,-12,-35,-61,-16,6,-30
1537918925054958,-4,1,6,36,94,69,-44,-51
1537918925055956,-13,-5,-6,-32,-128,-102,-11,-29
1537918925055956,5,1,0,13,53,105,39,36
1537918925077897,-7,-4,-5,-1,103,100,5,-33
1537918925077897,-11,-6,-11,-48,-97,-54,-2,-38
1537918925078895,-10,7,9,27,81,-55,24,-7
1537918925078895,-3,-9,-11,-30,-128,-21,-18,-12
1537918925108814,14,6,29,83,107,1,16,29
1537918925108814,23,-3,-18,-25,-72,63,-14,48
1537918925108814,11,-11,1,19,102,94,-34,13
1537918925108814,-14,20,1,-4,-7,-9,-1,-22
1537918925114799,12,-10,-8,-17,-30,-60,-20,27
1537918925114799,-24,-7,-8,-17,108,108,27,-66
1537918925121780,26,23,-2,-35,-128,-94,13,30
1537918925121780,1,-8,2,17,-2,101,-48,-9
1537918925137737,6,-2,5,13,1,-20,2,23
1537918925137737,-6,-11,5,19,2,-116,-14,-49
1537918925138735,32,12,-12,-30,-85,100,-21,26
1537918925138735,15,31,21,35,109,48,8,17
1537918925160676,-9,-12,4,21,-5,-96,16,14
1537918925160676,14,11,1,-9,-61,102,0,-11
1537918925160676,-20,-21,-2,6,95,82,13,4
1537918925160676,-5,-1,2,6,12,-119,15,-12
1537918925175636,-16,2,-9,-37,-22,-21,-47,-41
1537918925175636,13,9,5,-2,41,-38,25,63
1537918925175636,-19,8,-7,8,-12,-50,41,-21
1537918925175636,-1,-34,0,16,29,11,-5,-10
1537918925197578,1,15,-6,-23,-16,29,-26,-22
1537918925197578,-17,-9,-16,-30,-32,-35,-4,26
1537918925198575,-16,-4,-3,-9,-23,-32,0,-16
1537918925198575,9,4,-2,-7,-45,-32,52,19
1537918925220518,3,3,2,18,13,53,-10,-11
1537918925220518,0,2,6,16,-6,-21,1,16
1537918925227499,9,-3,4,22,38,0,-14,7
1537918925227499,-7,-5,-9,-18,-27,-29,-19,-8
1537918925234480,0,-4,2,2,2,30,22,17
1537918925234480,-3,1,5,12,31,-12,5,8
1537918925242457,-6,-8,-3,-4,-36,-9,1,-2
1537918925242457,-3,-6,-1,-8,28,25,3,3
1537918925257417,-5,1,-3,-10,-34,6,11,2
1537918925257417,7,2,3,11,13,-17,7,13
1537918925258414,-1,-5,-1,-1,1,11,-2,-10
1537918925258414,-3,-2,-5,-14,-26,-9,-9,1
1537918925280356,4,3,0,4,15,2,4,6
1537918925280356,-4,2,1,3,-2,-16,-1,1
1537918925281353,-2,-7,0,2,0,9,2,6
1537918925281353,1,3,-4,-4,6,-2,-4,-2
1537918925294318,-2,2,-1,-1,-13,2,3,-1
1537918925294318,1,-5,1,6,18,0,11,12
1537918925302297,-4,-3,-3,-5,-19,0,-4,-3
1537918925302297,-6,-2,0,-1,0,-7,-1,2
1537918925318254,1,-1,-1,-2,4,9,3,-7
1537918925318254,-1,2,3,5,-2,0,-1,4
1537918925318254,1,-1,-3,-4,-2,-6,-2,3
1537918925318254,4,-1,-2,-5,-6,-7,-4,1
1537918925348174,0,0,0,1,1,6,4,5
1537918925348174,-2,0,1,0,5,-3,3,-2
1537918925349172,-1,-2,-1,1,-7,0,-2,-2
1537918925349172,-7,-3,-1,0,8,7,3,2
1537918925354158,-3,-2,-2,-2,-6,-9,-4,1
1537918925354158,0,-1,0,-1,7,11,1,3
1537918925362137,4,-1,2,3,-16,-19,-11,-8
1537918925362137,1,-1,-3,-6,-9,2,-1,4
1537918925378094,-2,-1,0,1,2,1,-9,-4
1537918925378094,-5,-1,2,6,17,10,13,-4
1537918925378094,3,1,0,-1,-12,-23,-9,8
1537918925378094,-7,-2,0,-1,6,32,8,0
1537918925400036,-1,0,0,-1,-2,0,-11,2
1537918925400036,0,0,1,-1,-5,-2,-4,-5
1537918925401034,0,-2,-2,-4,4,8,-7,-12
1537918925401034,-2,-1,1,2,1,-14,1,-1
1537918925414996,-1,-3,-1,0,6,16,7,4
1537918925414996,-5,0,1,8,33,7,-2,-1
1537918925421977,-8,-1,3,7,-9,-36,8,1
1537918925421977,10,1,-3,-4,-17,28,-15,9
1537918925437937,-1,-4,-7,-6,22,12,-5,-1
1537918925437937,-3,-5,-4,-15,-72,-100,-10,-6
1537918925438934,-7,-5,-2,7,47,102,-5,-33
1537918925438934,10,1,0,1,10,7,64,79
1537918925459877,14,6,4,8,8,-25,25,4
1537918925459877,20,5,-6,-16,-90,-74,-53,-11
1537918925460875,6,3,0,6,84,-20,-8,44
1537918925460875,-16,-6,-5,-10,-8,57,-10,-58
1537918925474837,6,1,-1,-5,-74,-25,12,31
